match_day,date,venue,player,team,opponent,opponent_position,result,goals,assists,minutes_played
21,2/13/21,H,Orel Mangala,VfB Stuttgart,Hertha BSC,14,1:1,,,90'
22,2/20/21,A,Orel Mangala,VfB Stuttgart,1. FC Köln,16,0:1,,,90'
23,2/27/21,H,Orel Mangala,VfB Stuttgart,FC Schalke 04,18,5:1,,,90'
24,3/6/21,A,Orel Mangala,VfB Stuttgart,E. Frankfurt,5,1:1,,,90'
25,3/14/21,H,Orel Mangala,VfB Stuttgart,TSG Hoffenheim,11,2:0,,,43'
1,9/19/20,H,Thorgan Hazard,Borussia Dortmund,Bor. M'gladbach,8,3:0,,,19'
5,10/24/20,H,Thorgan Hazard,Borussia Dortmund,FC Schalke 04,18,3:0,,,13'
6,10/31/20,A,Thorgan Hazard,Borussia Dortmund,Arm. Bielefeld,15,0:2,,,82'
7,11/7/20,H,Thorgan Hazard,Borussia Dortmund,FC Bayern,1,2:3,,,21'
9,11/28/20,H,Thorgan Hazard,Borussia Dortmund,1. FC Köln,16,1:2,1,,29'
23,2/27/21,H,Thorgan Hazard,Borussia Dortmund,Arm. Bielefeld,15,3:0,,,21'
24,3/6/21,A,Thorgan Hazard,Borussia Dortmund,FC Bayern,1,4:2,,1,60'
25,3/13/21,H,Thorgan Hazard,Borussia Dortmund,Hertha BSC,14,2:0,,,71'
26,3/20/21,A,Thorgan Hazard,Borussia Dortmund,1. FC Köln,16,2:2,,,90'
27,4/3/21,H,Thorgan Hazard,Borussia Dortmund,E. Frankfurt,5,1:2,,,63'
28,4/10/21,A,Thorgan Hazard,Borussia Dortmund,VfB Stuttgart,9,2:3,,,11'
29,4/18/21,H,Thorgan Hazard,Borussia Dortmund,Werder Bremen,17,4:1,,1,16'
30,4/21/21,H,Thorgan Hazard,Borussia Dortmund,Union Berlin,7,2:0,,,59'
31,4/24/21,A,Thorgan Hazard,Borussia Dortmund,VfL Wolfsburg,4,0:2,,,21'
32,5/8/21,H,Thorgan Hazard,Borussia Dortmund,RB Leipzig,2,3:2,,1,72'
33,5/16/21,A,Thorgan Hazard,Borussia Dortmund,1.FSV Mainz 05,12,1:3,,,6'
20,2/6/21,A,Petar Musa,1.FC Union Berlin,1.FSV Mainz 05,12,1:0,,,17'
21,2/13/21,H,Petar Musa,1.FC Union Berlin,FC Schalke 04,18,0:0,,,28'
22,2/20/21,A,Petar Musa,1.FC Union Berlin,SC Freiburg,10,0:1,,,21'
23,2/28/21,H,Petar Musa,1.FC Union Berlin,TSG Hoffenheim,11,1:1,,,27'
24,3/7/21,A,Petar Musa,1.FC Union Berlin,Arm. Bielefeld,15,0:0,,,28'
25,3/13/21,H,Petar Musa,1.FC Union Berlin,1. FC Köln,16,2:1,,,73'
27,4/4/21,H,Petar Musa,1.FC Union Berlin,Hertha BSC,14,1:1,,1,83'
28,4/10/21,A,Petar Musa,1.FC Union Berlin,FC Bayern,1,1:1,,,72'
29,4/17/21,H,Petar Musa,1.FC Union Berlin,VfB Stuttgart,9,2:1,1,,70'
30,4/21/21,A,Petar Musa,1.FC Union Berlin,Bor. Dortmund,3,2:0,,,73'
31,4/24/21,H,Petar Musa,1.FC Union Berlin,Werder Bremen,17,3:1,,2,45'
32,5/8/21,A,Petar Musa,1.FC Union Berlin,VfL Wolfsburg,4,3:0,,,68'
33,5/15/21,A,Petar Musa,1.FC Union Berlin,Bay. Leverkusen,6,1:1,,,55'
34,5/22/21,H,Petar Musa,1.FC Union Berlin,RB Leipzig,2,2:1,,,58'
1,9/19/20,A,Sven Schipplock,Arminia Bielefeld,E. Frankfurt,5,1:1,,,9'
2,9/26/20,H,Sven Schipplock,Arminia Bielefeld,1. FC Köln,16,1:0,,,17'
3,10/3/20,A,Sven Schipplock,Arminia Bielefeld,Werder Bremen,17,1:0,,,19'
4,10/17/20,H,Sven Schipplock,Arminia Bielefeld,FC Bayern,1,1:4,,,20'
5,10/25/20,A,Sven Schipplock,Arminia Bielefeld,VfL Wolfsburg,4,2:1,1,,13'
6,10/31/20,H,Sven Schipplock,Arminia Bielefeld,Bor. Dortmund,3,0:2,,,65'
7,11/7/20,A,Sven Schipplock,Arminia Bielefeld,Union Berlin,7,5:0,,,2'
8,11/21/20,H,Sven Schipplock,Arminia Bielefeld,Bay. Leverkusen,6,1:2,,,27'
9,11/28/20,A,Sven Schipplock,Arminia Bielefeld,RB Leipzig,2,2:1,,1,21'
10,12/5/20,H,Sven Schipplock,Arminia Bielefeld,1.FSV Mainz 05,12,2:1,,1,79'
11,12/12/20,A,Sven Schipplock,Arminia Bielefeld,SC Freiburg,10,2:0,,,82'
12,12/16/20,H,Sven Schipplock,Arminia Bielefeld,FC Augsburg,13,0:1,,,70'
13,12/19/20,A,Sven Schipplock,Arminia Bielefeld,FC Schalke 04,18,0:1,,,19'
14,1/2/21,H,Sven Schipplock,Arminia Bielefeld,Bor. M'gladbach,8,0:1,,,19'
15,1/10/21,H,Sven Schipplock,Arminia Bielefeld,Hertha BSC,14,1:0,,,14'
16,1/16/21,A,Sven Schipplock,Arminia Bielefeld,TSG Hoffenheim,11,0:0,,,23'
17,1/20/21,H,Sven Schipplock,Arminia Bielefeld,VfB Stuttgart,9,3:0,,,28'
18,1/23/21,H,Sven Schipplock,Arminia Bielefeld,E. Frankfurt,5,1:5,,,13'
19,1/31/21,A,Sven Schipplock,Arminia Bielefeld,1. FC Köln,16,3:1,,,62'
22,2/19/21,H,Sven Schipplock,Arminia Bielefeld,VfL Wolfsburg,4,0:3,,,1'
23,2/27/21,A,Sven Schipplock,Arminia Bielefeld,Bor. Dortmund,3,3:0,,,28'
24,3/7/21,H,Sven Schipplock,Arminia Bielefeld,Union Berlin,7,0:0,,,11'
20,3/10/21,H,Sven Schipplock,Arminia Bielefeld,Werder Bremen,17,0:2,,,15'
25,3/14/21,A,Sven Schipplock,Arminia Bielefeld,Bay. Leverkusen,6,1:2,,,9'
26,3/19/21,H,Sven Schipplock,Arminia Bielefeld,RB Leipzig,2,0:1,,,4'
28,4/9/21,H,Sven Schipplock,Arminia Bielefeld,SC Freiburg,10,1:0,,,1'
29,4/17/21,A,Sven Schipplock,Arminia Bielefeld,FC Augsburg,13,0:0,,,21'
30,4/20/21,H,Sven Schipplock,Arminia Bielefeld,FC Schalke 04,18,1:0,,,1'
31,4/25/21,A,Sven Schipplock,Arminia Bielefeld,Bor. M'gladbach,8,5:0,,,14'
32,5/9/21,A,Sven Schipplock,Arminia Bielefeld,Hertha BSC,14,0:0,,,6'
33,5/15/21,H,Sven Schipplock,Arminia Bielefeld,TSG Hoffenheim,11,1:1,,,1'
34,5/22/21,A,Sven Schipplock,Arminia Bielefeld,VfB Stuttgart,9,0:2,,,10'
2,9/27/20,H,Baptiste Santamaria,SC Freiburg,VfL Wolfsburg,4,1:1,,,90'
3,10/3/20,A,Baptiste Santamaria,SC Freiburg,Bor. Dortmund,3,4:0,,,90'
4,10/17/20,H,Baptiste Santamaria,SC Freiburg,Werder Bremen,17,1:1,,,90'
5,10/24/20,A,Baptiste Santamaria,SC Freiburg,Union Berlin,7,1:1,,,61'
6,11/1/20,H,Baptiste Santamaria,SC Freiburg,Bay. Leverkusen,6,2:4,,,90'
7,11/7/20,A,Baptiste Santamaria,SC Freiburg,RB Leipzig,2,3:0,,,64'
8,11/22/20,H,Baptiste Santamaria,SC Freiburg,1.FSV Mainz 05,12,1:3,,,88'
9,11/28/20,A,Baptiste Santamaria,SC Freiburg,FC Augsburg,13,1:1,,,90'
10,12/5/20,H,Baptiste Santamaria,SC Freiburg,Bor. M'gladbach,8,2:2,,1,90'
11,12/12/20,H,Baptiste Santamaria,SC Freiburg,Arm. Bielefeld,15,2:0,,,90'
12,12/16/20,A,Baptiste Santamaria,SC Freiburg,FC Schalke 04,18,0:2,,,90'
13,12/20/20,H,Baptiste Santamaria,SC Freiburg,Hertha BSC,14,4:1,,,90'
14,1/2/21,A,Baptiste Santamaria,SC Freiburg,TSG Hoffenheim,11,1:3,1,,85'
15,1/9/21,H,Baptiste Santamaria,SC Freiburg,1. FC Köln,16,5:0,,,90'
16,1/17/21,A,Baptiste Santamaria,SC Freiburg,FC Bayern,1,2:1,,,5'
19,1/31/21,A,Baptiste Santamaria,SC Freiburg,VfL Wolfsburg,4,3:0,,,72'
20,2/6/21,H,Baptiste Santamaria,SC Freiburg,Bor. Dortmund,3,2:1,,,90'
21,2/13/21,A,Baptiste Santamaria,SC Freiburg,Werder Bremen,17,0:0,,,71'
22,2/20/21,H,Baptiste Santamaria,SC Freiburg,Union Berlin,7,0:1,,,90'
23,2/28/21,A,Baptiste Santamaria,SC Freiburg,Bay. Leverkusen,6,1:2,,,90'
24,3/6/21,H,Baptiste Santamaria,SC Freiburg,RB Leipzig,2,0:3,,,65'
25,3/13/21,A,Baptiste Santamaria,SC Freiburg,1.FSV Mainz 05,12,1:0,,,9'
26,3/21/21,H,Baptiste Santamaria,SC Freiburg,FC Augsburg,13,2:0,,,90'
27,4/3/21,A,Baptiste Santamaria,SC Freiburg,Bor. M'gladbach,8,2:1,,,90'
28,4/9/21,A,Baptiste Santamaria,SC Freiburg,Arm. Bielefeld,15,1:0,,,81'
29,4/17/21,H,Baptiste Santamaria,SC Freiburg,FC Schalke 04,18,4:0,,1,60'
30,5/6/21,A,Baptiste Santamaria,SC Freiburg,Hertha BSC,14,3:0,,,45'
32,5/9/21,A,Baptiste Santamaria,SC Freiburg,1. FC Köln,16,1:4,,,24'
33,5/15/21,H,Baptiste Santamaria,SC Freiburg,FC Bayern,1,2:2,,,72'
34,5/22/21,A,Baptiste Santamaria,SC Freiburg,E. Frankfurt,5,3:1,,,69'
1,9/20/20,H,Maxence Lacroix,VfL Wolfsburg,Bay. Leverkusen,6,0:0,,,90'
3,10/4/20,H,Maxence Lacroix,VfL Wolfsburg,FC Augsburg,13,0:0,,,90'
4,10/17/20,A,Maxence Lacroix,VfL Wolfsburg,Bor. M'gladbach,8,1:1,,,90'
5,10/25/20,H,Maxence Lacroix,VfL Wolfsburg,Arm. Bielefeld,15,2:1,,,90'
6,11/1/20,A,Maxence Lacroix,VfL Wolfsburg,Hertha BSC,14,1:1,,,90'
7,11/8/20,H,Maxence Lacroix,VfL Wolfsburg,TSG Hoffenheim,11,2:1,,,90'
8,11/21/20,A,Maxence Lacroix,VfL Wolfsburg,FC Schalke 04,18,0:2,,,90'
9,11/27/20,H,Maxence Lacroix,VfL Wolfsburg,Werder Bremen,17,5:3,,1,90'
10,12/5/20,A,Maxence Lacroix,VfL Wolfsburg,1. FC Köln,16,2:2,,,90'
11,12/11/20,H,Maxence Lacroix,VfL Wolfsburg,E. Frankfurt,5,2:1,,,90'
12,12/16/20,A,Maxence Lacroix,VfL Wolfsburg,FC Bayern,1,2:1,,,90'
13,12/20/20,H,Maxence Lacroix,VfL Wolfsburg,VfB Stuttgart,9,1:0,,,90'
14,1/3/21,A,Maxence Lacroix,VfL Wolfsburg,Bor. Dortmund,3,2:0,,,12'
16,1/16/21,H,Maxence Lacroix,VfL Wolfsburg,RB Leipzig,2,2:2,,,90'
17,1/19/21,A,Maxence Lacroix,VfL Wolfsburg,1.FSV Mainz 05,12,0:2,,,90'
18,1/23/21,A,Maxence Lacroix,VfL Wolfsburg,Bay. Leverkusen,6,0:1,,,90'
19,1/31/21,H,Maxence Lacroix,VfL Wolfsburg,SC Freiburg,10,3:0,,1,90'
20,2/6/21,A,Maxence Lacroix,VfL Wolfsburg,FC Augsburg,13,0:2,,,90'
21,2/14/21,H,Maxence Lacroix,VfL Wolfsburg,Bor. M'gladbach,8,0:0,,,90'
22,2/19/21,A,Maxence Lacroix,VfL Wolfsburg,Arm. Bielefeld,15,0:3,,,83'
23,2/27/21,H,Maxence Lacroix,VfL Wolfsburg,Hertha BSC,14,2:0,1,,90'
24,3/6/21,A,Maxence Lacroix,VfL Wolfsburg,TSG Hoffenheim,11,2:1,,,90'
26,3/20/21,A,Maxence Lacroix,VfL Wolfsburg,Werder Bremen,17,1:2,,,90'
27,4/3/21,H,Maxence Lacroix,VfL Wolfsburg,1. FC Köln,16,1:0,,,90'
28,4/10/21,A,Maxence Lacroix,VfL Wolfsburg,E. Frankfurt,5,4:3,,,66'
29,4/17/21,H,Maxence Lacroix,VfL Wolfsburg,FC Bayern,1,2:3,,,90'
31,4/24/21,H,Maxence Lacroix,VfL Wolfsburg,Bor. Dortmund,3,0:2,,,90'
32,5/8/21,H,Maxence Lacroix,VfL Wolfsburg,Union Berlin,7,3:0,,,90'
33,5/16/21,A,Maxence Lacroix,VfL Wolfsburg,RB Leipzig,2,2:2,,,90'
34,5/22/21,H,Maxence Lacroix,VfL Wolfsburg,1.FSV Mainz 05,12,2:3,,,90'
1,9/19/20,A,Michael Gregoritsch,FC Augsburg,Union Berlin,7,1:3,1,,89'
2,9/26/20,H,Michael Gregoritsch,FC Augsburg,Bor. Dortmund,3,2:0,,,57'
3,10/4/20,A,Michael Gregoritsch,FC Augsburg,VfL Wolfsburg,4,0:0,,,57'
4,10/17/20,H,Michael Gregoritsch,FC Augsburg,RB Leipzig,2,0:2,,,90'
5,10/26/20,A,Michael Gregoritsch,FC Augsburg,Bay. Leverkusen,6,3:1,,,45'
6,10/31/20,H,Michael Gregoritsch,FC Augsburg,1.FSV Mainz 05,12,3:1,,,75'
7,11/7/20,H,Michael Gregoritsch,FC Augsburg,Hertha BSC,14,0:3,,,60'
8,11/21/20,A,Michael Gregoritsch,FC Augsburg,Bor. M'gladbach,8,1:1,,,25'
9,11/28/20,H,Michael Gregoritsch,FC Augsburg,SC Freiburg,10,1:1,,,17'
10,12/7/20,A,Michael Gregoritsch,FC Augsburg,TSG Hoffenheim,11,3:1,,1,61'
11,12/13/20,H,Michael Gregoritsch,FC Augsburg,FC Schalke 04,18,2:2,,1,19'
12,12/16/20,A,Michael Gregoritsch,FC Augsburg,Arm. Bielefeld,15,0:1,,,72'
13,12/19/20,H,Michael Gregoritsch,FC Augsburg,E. Frankfurt,5,0:2,,,12'
14,1/2/21,A,Michael Gregoritsch,FC Augsburg,1. FC Köln,16,0:1,,,1'
15,1/10/21,H,Michael Gregoritsch,FC Augsburg,VfB Stuttgart,9,1:4,,,45'
16,1/16/21,A,Michael Gregoritsch,FC Augsburg,Werder Bremen,17,2:0,,,3'
19,1/30/21,A,Michael Gregoritsch,FC Augsburg,Bor. Dortmund,3,3:1,,,25'
23,2/28/21,A,Michael Gregoritsch,FC Augsburg,1.FSV Mainz 05,12,0:1,,,6'
24,3/6/21,A,Michael Gregoritsch,FC Augsburg,Hertha BSC,14,2:1,,,7'
25,3/12/21,H,Michael Gregoritsch,FC Augsburg,Bor. M'gladbach,8,3:1,,,1'
27,4/3/21,H,Michael Gregoritsch,FC Augsburg,TSG Hoffenheim,11,2:1,,,45'
28,4/11/21,A,Michael Gregoritsch,FC Augsburg,FC Schalke 04,18,1:0,,,11'
32,5/7/21,A,Michael Gregoritsch,FC Augsburg,VfB Stuttgart,9,2:1,,,7'
33,5/15/21,H,Michael Gregoritsch,FC Augsburg,Werder Bremen,17,2:0,,,1'
1,9/19/20,H,Dominik Kohr,Eintracht Frankfurt,Arm. Bielefeld,15,1:1,,,45'
6,10/31/20,H,Dominik Kohr,Eintracht Frankfurt,Werder Bremen,17,1:1,,,45'
7,11/7/20,A,Dominik Kohr,Eintracht Frankfurt,VfB Stuttgart,9,2:2,,,90'
8,11/21/20,H,Dominik Kohr,Eintracht Frankfurt,RB Leipzig,2,1:1,,,27'
10,12/5/20,H,Dominik Kohr,Eintracht Frankfurt,Bor. Dortmund,3,1:1,,,16'
12,12/15/20,H,Dominik Kohr,Eintracht Frankfurt,Bor. M'gladbach,8,3:3,,,19'
14,1/2/21,H,Dominik Kohr,Eintracht Frankfurt,Bay. Leverkusen,6,2:1,,,14'
17,1/19/21,H,Dominik Kohr,1.FSV Mainz 05,VfL Wolfsburg,4,0:2,,,28'
18,1/23/21,H,Dominik Kohr,1.FSV Mainz 05,RB Leipzig,2,3:2,,1,79'
19,1/29/21,A,Dominik Kohr,1.FSV Mainz 05,VfB Stuttgart,9,2:0,,,90'
20,2/6/21,H,Dominik Kohr,1.FSV Mainz 05,Union Berlin,7,1:0,,,90'
21,2/13/21,A,Dominik Kohr,1.FSV Mainz 05,Bay. Leverkusen,6,2:2,,,90'
22,2/20/21,A,Dominik Kohr,1.FSV Mainz 05,Bor. M'gladbach,8,1:2,,,90'
24,3/5/21,A,Dominik Kohr,1.FSV Mainz 05,FC Schalke 04,18,0:0,,,90'
25,3/13/21,H,Dominik Kohr,1.FSV Mainz 05,SC Freiburg,10,1:0,,,90'
26,3/21/21,A,Dominik Kohr,1.FSV Mainz 05,TSG Hoffenheim,11,1:2,1,,90'
27,4/3/21,H,Dominik Kohr,1.FSV Mainz 05,Arm. Bielefeld,15,1:1,,,90'
28,4/11/21,A,Dominik Kohr,1.FSV Mainz 05,1. FC Köln,16,2:3,,,90'
30,4/21/21,A,Dominik Kohr,1.FSV Mainz 05,Werder Bremen,17,0:1,,,73'
31,4/24/21,H,Dominik Kohr,1.FSV Mainz 05,FC Bayern,1,2:1,,,1'
29,5/3/21,H,Dominik Kohr,1.FSV Mainz 05,Hertha BSC,14,1:1,,,90'
32,5/9/21,A,Dominik Kohr,1.FSV Mainz 05,E. Frankfurt,5,1:1,,1,90'
33,5/16/21,H,Dominik Kohr,1.FSV Mainz 05,Bor. Dortmund,3,1:3,,,6'
34,5/22/21,A,Dominik Kohr,1.FSV Mainz 05,VfL Wolfsburg,4,2:3,,,90'
2,9/27/20,A,Alphonso Davies,Bayern Munich,TSG Hoffenheim,11,4:1,,,90'
3,10/4/20,H,Alphonso Davies,Bayern Munich,Hertha BSC,14,4:3,,,89'
4,10/17/20,A,Alphonso Davies,Bayern Munich,Arm. Bielefeld,15,1:4,,,1'
5,10/24/20,H,Alphonso Davies,Bayern Munich,E. Frankfurt,5,5:0,,,3'
11,12/12/20,A,Alphonso Davies,Bayern Munich,Union Berlin,7,1:1,,,90'
13,12/19/20,A,Alphonso Davies,Bayern Munich,Bay. Leverkusen,6,1:2,,,90'
14,1/3/21,H,Alphonso Davies,Bayern Munich,1.FSV Mainz 05,12,5:2,,,90'
15,1/8/21,A,Alphonso Davies,Bayern Munich,Bor. M'gladbach,8,3:2,,,90'
16,1/17/21,H,Alphonso Davies,Bayern Munich,SC Freiburg,10,2:1,,,90'
18,1/24/21,A,Alphonso Davies,Bayern Munich,FC Schalke 04,18,0:4,,,68'
19,1/30/21,H,Alphonso Davies,Bayern Munich,TSG Hoffenheim,11,4:1,,,90'
21,2/15/21,H,Alphonso Davies,Bayern Munich,Arm. Bielefeld,15,3:3,1,,90'
22,2/20/21,A,Alphonso Davies,Bayern Munich,E. Frankfurt,5,2:1,,,90'
23,2/27/21,H,Alphonso Davies,Bayern Munich,1. FC Köln,16,5:1,,,72'
24,3/6/21,H,Alphonso Davies,Bayern Munich,Bor. Dortmund,3,4:2,,1,90'
25,3/13/21,A,Alphonso Davies,Bayern Munich,Werder Bremen,17,1:3,,,84'
26,3/20/21,H,Alphonso Davies,Bayern Munich,VfB Stuttgart,9,4:0,,,12'
29,4/17/21,A,Alphonso Davies,Bayern Munich,VfL Wolfsburg,4,2:3,,1,90'
30,4/20/21,H,Alphonso Davies,Bayern Munich,Bay. Leverkusen,6,2:0,,,90'
31,4/24/21,A,Alphonso Davies,Bayern Munich,1.FSV Mainz 05,12,2:1,,,90'
32,5/8/21,H,Alphonso Davies,Bayern Munich,Bor. M'gladbach,8,6:0,,,90'
33,5/15/21,A,Alphonso Davies,Bayern Munich,SC Freiburg,10,2:2,,,90'
34,5/22/21,H,Alphonso Davies,Bayern Munich,FC Augsburg,13,5:2,,,90'
8,11/21/20,H,Erik Durm,Eintracht Frankfurt,RB Leipzig,2,1:1,,,90'
9,11/28/20,A,Erik Durm,Eintracht Frankfurt,Union Berlin,7,3:3,,,78'
10,12/5/20,H,Erik Durm,Eintracht Frankfurt,Bor. Dortmund,3,1:1,,,90'
11,12/11/20,A,Erik Durm,Eintracht Frankfurt,VfL Wolfsburg,4,2:1,,,85'
12,12/15/20,H,Erik Durm,Eintracht Frankfurt,Bor. M'gladbach,8,3:3,,,90'
13,12/19/20,A,Erik Durm,Eintracht Frankfurt,FC Augsburg,13,0:2,,,90'
14,1/2/21,H,Erik Durm,Eintracht Frankfurt,Bay. Leverkusen,6,2:1,,,86'
15,1/9/21,A,Erik Durm,Eintracht Frankfurt,1.FSV Mainz 05,12,0:2,,,87'
16,1/17/21,H,Erik Durm,Eintracht Frankfurt,FC Schalke 04,18,3:1,,1,62'
18,1/23/21,A,Erik Durm,Eintracht Frankfurt,Arm. Bielefeld,15,1:5,,,72'
20,2/7/21,A,Erik Durm,Eintracht Frankfurt,TSG Hoffenheim,11,1:3,,,84'
21,2/14/21,H,Erik Durm,Eintracht Frankfurt,1. FC Köln,16,2:0,,,71'
23,2/26/21,A,Erik Durm,Eintracht Frankfurt,Werder Bremen,17,2:1,,,65'
24,3/6/21,H,Erik Durm,Eintracht Frankfurt,VfB Stuttgart,9,1:1,,,72'
27,4/3/21,A,Erik Durm,Eintracht Frankfurt,Bor. Dortmund,3,1:2,,,74'
28,4/10/21,H,Erik Durm,Eintracht Frankfurt,VfL Wolfsburg,4,4:3,1,1,89'
29,4/17/21,A,Erik Durm,Eintracht Frankfurt,Bor. M'gladbach,8,4:0,,,65'
30,4/20/21,H,Erik Durm,Eintracht Frankfurt,FC Augsburg,13,2:0,,,2'
31,4/24/21,A,Erik Durm,Eintracht Frankfurt,Bay. Leverkusen,6,3:1,,,77'
32,5/9/21,H,Erik Durm,Eintracht Frankfurt,1.FSV Mainz 05,12,1:1,,,64'
34,5/22/21,H,Erik Durm,Eintracht Frankfurt,SC Freiburg,10,3:1,,,1'
3,10/2/20,A,Phillipp Mwene,1.FSV Mainz 05,Union Berlin,7,4:0,,,71'
14,1/3/21,A,Phillipp Mwene,1.FSV Mainz 05,FC Bayern,1,5:2,,,89'
16,1/16/21,A,Phillipp Mwene,1.FSV Mainz 05,Bor. Dortmund,3,1:1,,,90'
17,1/19/21,H,Phillipp Mwene,1.FSV Mainz 05,VfL Wolfsburg,4,0:2,,,90'
18,1/23/21,H,Phillipp Mwene,1.FSV Mainz 05,RB Leipzig,2,3:2,,,66'
19,1/29/21,A,Phillipp Mwene,1.FSV Mainz 05,VfB Stuttgart,9,2:0,,,90'
20,2/6/21,H,Phillipp Mwene,1.FSV Mainz 05,Union Berlin,7,1:0,,,90'
21,2/13/21,A,Phillipp Mwene,1.FSV Mainz 05,Bay. Leverkusen,6,2:2,,,90'
22,2/20/21,A,Phillipp Mwene,1.FSV Mainz 05,Bor. M'gladbach,8,1:2,,,90'
23,2/28/21,H,Phillipp Mwene,1.FSV Mainz 05,FC Augsburg,13,0:1,,,90'
24,3/5/21,A,Phillipp Mwene,1.FSV Mainz 05,FC Schalke 04,18,0:0,,,90'
25,3/13/21,H,Phillipp Mwene,1.FSV Mainz 05,SC Freiburg,10,1:0,,,90'
26,3/21/21,A,Phillipp Mwene,1.FSV Mainz 05,TSG Hoffenheim,11,1:2,,,90'
27,4/3/21,H,Phillipp Mwene,1.FSV Mainz 05,Arm. Bielefeld,15,1:1,,,90'
28,4/11/21,A,Phillipp Mwene,1.FSV Mainz 05,1. FC Köln,16,2:3,,1,90'
30,4/21/21,A,Phillipp Mwene,1.FSV Mainz 05,Werder Bremen,17,0:1,,,90'
31,4/24/21,H,Phillipp Mwene,1.FSV Mainz 05,FC Bayern,1,2:1,,1,90'
29,5/3/21,H,Phillipp Mwene,1.FSV Mainz 05,Hertha BSC,14,1:1,1,,90'
32,5/9/21,A,Phillipp Mwene,1.FSV Mainz 05,E. Frankfurt,5,1:1,,,90'
34,5/22/21,A,Phillipp Mwene,1.FSV Mainz 05,VfL Wolfsburg,4,2:3,,,9'
7,11/8/20,A,Lászlo Bénes,Borussia Mönchengladbach,Bay. Leverkusen,6,4:3,,,16'
9,11/28/20,H,Lászlo Bénes,Borussia Mönchengladbach,FC Schalke 04,18,4:1,,,9'
10,12/5/20,A,Lászlo Bénes,Borussia Mönchengladbach,SC Freiburg,10,2:2,,,37'
11,12/12/20,H,Lászlo Bénes,Borussia Mönchengladbach,Hertha BSC,14,1:1,,,5'
12,12/15/20,A,Lászlo Bénes,Borussia Mönchengladbach,E. Frankfurt,5,3:3,,,45'
16,1/16/21,A,Lászlo Bénes,Borussia Mönchengladbach,VfB Stuttgart,9,2:2,,,1'
17,1/19/21,H,Lászlo Bénes,Borussia Mönchengladbach,Werder Bremen,17,1:0,,1,31'
20,2/6/21,H,Lászlo Bénes,FC Augsburg,VfL Wolfsburg,4,0:2,,,66'
21,2/12/21,A,Lászlo Bénes,FC Augsburg,RB Leipzig,2,2:1,,,63'
22,2/21/21,H,Lászlo Bénes,FC Augsburg,Bay. Leverkusen,6,1:1,,,72'
23,2/28/21,A,Lászlo Bénes,FC Augsburg,1.FSV Mainz 05,12,0:1,,,68'
24,3/6/21,A,Lászlo Bénes,FC Augsburg,Hertha BSC,14,2:1,1,,74'
25,3/12/21,H,Lászlo Bénes,FC Augsburg,Bor. M'gladbach,8,3:1,,,45'
26,3/21/21,A,Lászlo Bénes,FC Augsburg,SC Freiburg,10,2:0,,,61'
28,4/11/21,A,Lászlo Bénes,FC Augsburg,FC Schalke 04,18,1:0,,,11'
30,4/20/21,A,Lászlo Bénes,FC Augsburg,E. Frankfurt,5,2:0,,,80'
32,5/7/21,A,Lászlo Bénes,FC Augsburg,VfB Stuttgart,9,2:1,,,14'
33,5/15/21,H,Lászlo Bénes,FC Augsburg,Werder Bremen,17,2:0,,,19'
34,5/22/21,A,Lászlo Bénes,FC Augsburg,FC Bayern,1,5:2,,1,90'
1,9/19/20,A,Iago,FC Augsburg,Union Berlin,7,1:3,,1,90'
2,9/26/20,H,Iago,FC Augsburg,Bor. Dortmund,3,2:0,,,90'
3,10/4/20,A,Iago,FC Augsburg,VfL Wolfsburg,4,0:0,,,90'
5,10/26/20,A,Iago,FC Augsburg,Bay. Leverkusen,6,3:1,,,90'
6,10/31/20,H,Iago,FC Augsburg,1.FSV Mainz 05,12,3:1,,1,90'
7,11/7/20,H,Iago,FC Augsburg,Hertha BSC,14,0:3,,,90'
8,11/21/20,A,Iago,FC Augsburg,Bor. M'gladbach,8,1:1,,,90'
9,11/28/20,H,Iago,FC Augsburg,SC Freiburg,10,1:1,,,90'
13,12/19/20,H,Iago,FC Augsburg,E. Frankfurt,5,0:2,,,78'
14,1/2/21,A,Iago,FC Augsburg,1. FC Köln,16,0:1,1,,90'
15,1/10/21,H,Iago,FC Augsburg,VfB Stuttgart,9,1:4,,,66'
17,1/20/21,H,Iago,FC Augsburg,FC Bayern,1,0:1,,,90'
18,1/23/21,H,Iago,FC Augsburg,Union Berlin,7,2:1,,,90'
19,1/30/21,A,Iago,FC Augsburg,Bor. Dortmund,3,3:1,,,77'
29,4/17/21,H,Iago,FC Augsburg,Arm. Bielefeld,15,0:0,,,90'
31,4/23/21,H,Iago,FC Augsburg,1. FC Köln,16,2:3,,,90'
32,5/7/21,A,Iago,FC Augsburg,VfB Stuttgart,9,2:1,,,83'
33,5/15/21,H,Iago,FC Augsburg,Werder Bremen,17,2:0,,,90'
1,9/19/20,H,Philipp Klement,VfB Stuttgart,SC Freiburg,10,2:3,,,30'
2,9/26/20,A,Philipp Klement,VfB Stuttgart,1.FSV Mainz 05,12,1:4,,,3'
3,10/3/20,H,Philipp Klement,VfB Stuttgart,Bay. Leverkusen,6,1:1,,1,20'
5,10/23/20,H,Philipp Klement,VfB Stuttgart,1. FC Köln,16,1:1,,,16'
6,10/30/20,A,Philipp Klement,VfB Stuttgart,FC Schalke 04,18,1:1,,,15'
